ID,label
0,4
1,0
2,0
3,3
4,0
5,0
6,1
7,2
8,4
9,0
10,0
11,2
12,0
13,1
14,0
15,1
16,2
17,3
18,4
19,3
20,4
21,2
22,1
23,0
24,4
25,0
26,0
27,2
28,0
29,4
30,3
31,1
32,0
33,2
34,0
35,1
36,0
37,0
38,0
39,2
40,2
41,0
42,0
43,2
44,0
45,0
46,3
47,3
48,0
49,1
50,2
51,1
52,2
53,0
54,1
55,0
56,2
57,1
58,0
59,3
60,2
61,2
62,2
63,1
64,0
65,1
66,0
67,1
68,1
69,1
70,4
71,0
72,0
73,1
74,2
75,1
76,0
77,0
78,4
79,1
80,0
81,0
82,0
83,1
84,2
85,1
86,0
87,4
88,2
89,1
90,3
91,0
92,3
93,1
94,1
95,4
96,1
97,2
98,2
99,4
100,0
101,2
102,1
103,0
104,3
105,0
106,4
107,4
108,0
109,0
110,3
111,0
112,2
113,2
114,2
115,1
116,1
117,4
118,1
119,4
120,0
121,0
122,3
123,0
124,0
125,3
126,2
127,3
128,0
129,0
130,1
131,0
132,3
133,1
134,3
135,1
136,0
137,0
138,3
139,0
140,2
141,2
142,3
143,1
144,1
145,3
146,0
147,0
148,2
149,3
150,1
151,0
152,0
153,1
154,3
155,4
156,0
157,0
158,2
159,0
160,1
161,2
162,0
163,2
164,2
165,0
166,3
167,1
168,1
169,0
170,1
171,0
172,1
173,3
174,0
175,3
176,1
177,1
178,1
179,2
180,1
181,0
182,0
183,1
