ID,label
0,2
1,0
2,1
3,3
4,0
5,0
6,1
7,2
8,1
9,0
10,2
11,2
12,0
13,0
14,0
15,0
16,0
17,3
18,1
19,3
20,3
21,1
22,1
23,0
24,3
25,0
26,0
27,2
28,0
29,4
30,0
31,0
32,0
33,1
34,0
35,2
36,0
37,0
38,0
39,1
40,2
41,0
42,1
43,2
44,0
45,0
46,3
47,0
48,0
49,1
50,2
51,1
52,2
53,3
54,1
55,0
56,1
57,1
58,0
59,3
60,2
61,1
62,0
63,0
64,0
65,1
66,0
67,0
68,2
69,0
70,2
71,0
72,0
73,3
74,0
75,1
76,0
77,0
78,4
79,0
80,0
81,0
82,0
83,2
84,2
85,1
86,0
87,0
88,0
89,1
90,0
91,0
92,3
93,0
94,0
95,3
96,1
97,3
98,1
99,0
100,0
101,2
102,3
103,0
104,3
105,0
106,0
107,0
108,0
109,0
110,3
111,0
112,3
113,1
114,2
115,2
116,0
117,4
118,0
119,0
120,0
121,0
122,3
123,0
124,0
125,3
126,0
127,3
128,0
129,0
130,2
131,0
132,3
133,1
134,3
135,1
136,0
137,0
138,0
139,0
140,1
141,2
142,3
143,1
144,0
145,2
146,0
147,0
148,2
149,3
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,3
165,0
166,3
167,1
168,0
169,0
170,0
171,0
172,0
173,3
174,0
175,2
176,0
177,1
178,1
179,0
180,0
181,0
182,0
183,1
