ID,label
0,4
1,0
2,0
3,2
4,0
5,0
6,1
7,1
8,3
9,0
10,2
11,2
12,0
13,0
14,1
15,4
16,3
17,3
18,3
19,3
20,4
21,2
22,1
23,0
24,3
25,0
26,0
27,2
28,1
29,4
30,3
31,0
32,0
33,1
34,0
35,0
36,1
37,0
38,0
39,1
40,3
41,0
42,1
43,2
44,0
45,4
46,1
47,3
48,0
49,1
50,2
51,1
52,1
53,3
54,1
55,0
56,1
57,2
58,0
59,4
60,3
61,3
62,2
63,0
64,0
65,0
66,0
67,0
68,1
69,4
70,1
71,0
72,0
73,2
74,3
75,1
76,1
77,0
78,2
79,1
80,0
81,0
82,0
83,1
84,3
85,3
86,0
87,4
88,2
89,1
90,3
91,0
92,3
93,1
94,3
95,4
96,3
97,4
98,1
99,3
100,0
101,2
102,3
103,2
104,2
105,1
106,4
107,3
108,0
109,1
110,3
111,0
112,3
113,1
114,2
115,3
116,1
117,1
118,0
119,3
120,0
121,1
122,3
123,0
124,1
125,2
126,1
127,3
128,0
129,0
130,3
131,0
132,2
133,1
134,3
135,1
136,1
137,0
138,3
139,0
140,2
141,1
142,3
143,3
144,1
145,4
146,1
147,0
148,2
149,3
150,1
151,2
152,0
153,3
154,3
155,4
156,0
157,0
158,3
159,1
160,3
161,1
162,2
163,2
164,1
165,0
166,2
167,1
168,3
169,0
170,1
171,0
172,1
173,2
174,0
175,2
176,1
177,1
178,1
179,1
180,0
181,1
182,1
183,1
