ID,label
0,1
1,0
2,1
3,2
4,0
5,0
6,0
7,2
8,1
9,0
10,0
11,2
12,0
13,0
14,0
15,3
16,3
17,0
18,0
19,3
20,1
21,2
22,0
23,0
24,3
25,0
26,0
27,2
28,0
29,4
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,3
40,1
41,0
42,0
43,0
44,0
45,0
46,1
47,0
48,0
49,0
50,2
51,1
52,1
53,3
54,1
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,2
63,1
64,0
65,1
66,0
67,0
68,2
69,1
70,2
71,0
72,0
73,3
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,1
85,1
86,0
87,2
88,0
89,1
90,0
91,0
92,3
93,0
94,0
95,2
96,2
97,2
98,2
99,1
100,0
101,2
102,1
103,0
104,3
105,0
106,0
107,0
108,0
109,0
110,3
111,0
112,3
113,1
114,0
115,1
116,2
117,4
118,0
119,0
120,0
121,0
122,3
123,0
124,0
125,2
126,0
127,3
128,0
129,0
130,2
131,0
132,2
133,1
134,3
135,2
136,0
137,0
138,2
139,0
140,1
141,0
142,0
143,1
144,0
145,2
146,0
147,0
148,2
149,0
150,0
151,0
152,0
153,3
154,1
155,0
156,0
157,0
158,2
159,0
160,0
161,0
162,0
163,0
164,3
165,0
166,3
167,0
168,0
169,0
170,0
171,0
172,2
173,0
174,0
175,2
176,0
177,1
178,2
179,1
180,0
181,0
182,0
183,1
