ID,label
0,3
1,0
2,0
3,2
4,0
5,0
6,0
7,3
8,1
9,0
10,0
11,3
12,0
13,0
14,0
15,1
16,1
17,3
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,0
26,0
27,1
28,0
29,1
30,1
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,1
41,0
42,0
43,1
44,0
45,0
46,1
47,3
48,0
49,0
50,3
51,1
52,1
53,0
54,0
55,0
56,0
57,1
58,0
59,1
60,2
61,2
62,3
63,0
64,0
65,0
66,0
67,0
68,1
69,1
70,2
71,0
72,0
73,1
74,3
75,0
76,0
77,0
78,1
79,1
80,0
81,0
82,0
83,3
84,1
85,0
86,0
87,1
88,0
89,1
90,3
91,0
92,0
93,0
94,2
95,2
96,3
97,2
98,3
99,3
100,0
101,1
102,3
103,0
104,3
105,0
106,0
107,3
108,0
109,0
110,1
111,0
112,1
113,3
114,0
115,1
116,1
117,1
118,1
119,1
120,0
121,0
122,3
123,0
124,0
125,1
126,0
127,3
128,0
129,0
130,3
131,0
132,1
133,1
134,1
135,1
136,0
137,0
138,3
139,0
140,0
141,0
142,1
143,1
144,0
145,1
146,0
147,0
148,1
149,1
150,0
151,0
152,0
153,3
154,1
155,1
156,0
157,0
158,1
159,0
160,1
161,0
162,0
163,0
164,1
165,0
166,3
167,0
168,0
169,0
170,0
171,0
172,0
173,3
174,0
175,1
176,0
177,1
178,0
179,3
180,0
181,0
182,0
183,1
