ID,label
0,2
1,0
2,0
3,2
4,0
5,0
6,0
7,2
8,0
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,2
17,1
18,0
19,3
20,1
21,0
22,1
23,0
24,1
25,0
26,0
27,2
28,0
29,1
30,3
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,1
40,2
41,0
42,0
43,1
44,0
45,0
46,2
47,1
48,0
49,1
50,3
51,1
52,1
53,0
54,1
55,0
56,0
57,2
58,0
59,1
60,2
61,0
62,2
63,0
64,0
65,1
66,0
67,0
68,0
69,1
70,0
71,0
72,0
73,1
74,2
75,0
76,0
77,0
78,2
79,1
80,0
81,0
82,0
83,1
84,1
85,1
86,0
87,2
88,0
89,1
90,3
91,0
92,0
93,0
94,0
95,1
96,2
97,2
98,1
99,1
100,0
101,0
102,2
103,0
104,3
105,0
106,1
107,3
108,0
109,1
110,0
111,0
112,0
113,1
114,0
115,1
116,1
117,0
118,1
119,1
120,0
121,1
122,3
123,0
124,0
125,1
126,0
127,1
128,0
129,0
130,2
131,0
132,2
133,1
134,2
135,1
136,0
137,0
138,3
139,0
140,1
141,1
142,3
143,1
144,0
145,0
146,0
147,0
148,1
149,3
150,0
151,0
152,0
153,1
154,1
155,2
156,0
157,0
158,2
159,0
160,3
161,0
162,0
163,0
164,3
165,0
166,3
167,0
168,0
169,0
170,0
171,1
172,1
173,2
174,0
175,2
176,0
177,1
178,0
179,1
180,0
181,0
182,0
183,2
