ID,label
0,2
1,0
2,0
3,2
4,0
5,0
6,0
7,2
8,1
9,0
10,0
11,1
12,0
13,0
14,0
15,1
16,3
17,1
18,1
19,1
20,1
21,0
22,1
23,0
24,1
25,0
26,0
27,0
28,0
29,4
30,0
31,3
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,1
41,0
42,0
43,0
44,0
45,0
46,0
47,2
48,0
49,0
50,0
51,0
52,1
53,0
54,0
55,0
56,0
57,2
58,0
59,1
60,2
61,3
62,2
63,0
64,0
65,0
66,0
67,1
68,0
69,1
70,0
71,0
72,0
73,1
74,3
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,2
85,0
86,0
87,1
88,0
89,1
90,1
91,0
92,0
93,0
94,3
95,1
96,2
97,2
98,1
99,1
100,0
101,1
102,1
103,0
104,2
105,0
106,0
107,3
108,0
109,1
110,3
111,0
112,1
113,2
114,0
115,1
116,1
117,1
118,0
119,0
120,0
121,0
122,3
123,0
124,0
125,0
126,0
127,1
128,0
129,0
130,1
131,0
132,2
133,3
134,1
135,1
136,0
137,0
138,3
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,0
147,0
148,1
149,1
150,1
151,0
152,0
153,2
154,1
155,1
156,0
157,0
158,2
159,0
160,1
161,0
162,0
163,0
164,0
165,0
166,3
167,0
168,2
169,0
170,0
171,0
172,1
173,2
174,0
175,2
176,0
177,1
178,0
179,0
180,0
181,0
182,0
183,1
