ID,label
0,2
1,0
2,0
3,2
4,0
5,0
6,0
7,2
8,3
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,2
17,2
18,3
19,3
20,1
21,3
22,1
23,0
24,3
25,0
26,0
27,2
28,0
29,4
30,3
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,3
40,1
41,0
42,0
43,1
44,0
45,0
46,2
47,2
48,0
49,1
50,2
51,1
52,1
53,0
54,1
55,0
56,1
57,1
58,0
59,1
60,1
61,2
62,2
63,0
64,0
65,1
66,0
67,0
68,2
69,1
70,2
71,0
72,0
73,3
74,2
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,1
85,0
86,0
87,2
88,1
89,1
90,0
91,0
92,2
93,0
94,0
95,3
96,2
97,2
98,2
99,1
100,0
101,2
102,1
103,0
104,3
105,0
106,0
107,3
108,0
109,1
110,3
111,0
112,2
113,2
114,0
115,1
116,1
117,0
118,0
119,2
120,0
121,0
122,2
123,0
124,0
125,2
126,2
127,1
128,0
129,0
130,2
131,0
132,2
133,2
134,2
135,1
136,0
137,0
138,1
139,0
140,1
141,0
142,3
143,1
144,1
145,2
146,0
147,0
148,2
149,3
150,0
151,0
152,0
153,2
154,1
155,1
156,0
157,0
158,2
159,0
160,0
161,0
162,0
163,0
164,2
165,0
166,3
167,0
168,0
169,0
170,1
171,0
172,1
173,2
174,0
175,2
176,0
177,1
178,0
179,1
180,1
181,0
182,0
183,1
