ID,label
0,2
1,0
2,0
3,3
4,0
5,0
6,0
7,3
8,1
9,0
10,0
11,2
12,0
13,0
14,0
15,3
16,2
17,2
18,0
19,3
20,3
21,2
22,1
23,0
24,3
25,0
26,0
27,2
28,0
29,0
30,3
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,1
40,2
41,0
42,0
43,2
44,0
45,0
46,1
47,3
48,0
49,2
50,2
51,1
52,3
53,1
54,1
55,0
56,1
57,2
58,0
59,1
60,1
61,3
62,1
63,3
64,0
65,0
66,0
67,0
68,1
69,2
70,2
71,0
72,0
73,3
74,3
75,0
76,0
77,0
78,2
79,1
80,0
81,0
82,0
83,1
84,2
85,1
86,0
87,2
88,0
89,1
90,3
91,0
92,1
93,0
94,0
95,2
96,3
97,2
98,3
99,3
100,0
101,2
102,3
103,0
104,2
105,0
106,0
107,2
108,0
109,0
110,3
111,0
112,3
113,3
114,0
115,1
116,1
117,0
118,0
119,2
120,0
121,0
122,2
123,0
124,0
125,1
126,0
127,3
128,0
129,0
130,0
131,0
132,2
133,2
134,2
135,2
136,0
137,0
138,3
139,0
140,0
141,1
142,3
143,0
144,2
145,2
146,0
147,0
148,2
149,1
150,0
151,0
152,0
153,2
154,3
155,2
156,0
157,0
158,2
159,0
160,3
161,0
162,0
163,0
164,3
165,0
166,3
167,0
168,0
169,0
170,0
171,0
172,0
173,2
174,0
175,2
176,0
177,1
178,1
179,2
180,0
181,0
182,0
183,1
