ID,label
0,3
1,0
2,0
3,3
4,0
5,0
6,0
7,1
8,1
9,0
10,0
11,2
12,0
13,0
14,0
15,2
16,2
17,2
18,2
19,3
20,1
21,2
22,2
23,0
24,3
25,0
26,0
27,2
28,2
29,1
30,1
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,1
40,2
41,0
42,0
43,0
44,0
45,1
46,1
47,0
48,0
49,0
50,3
51,1
52,0
53,2
54,1
55,0
56,2
57,2
58,0
59,1
60,3
61,2
62,1
63,3
64,0
65,0
66,0
67,0
68,1
69,2
70,0
71,0
72,0
73,2
74,2
75,2
76,0
77,0
78,2
79,2
80,2
81,0
82,0
83,0
84,2
85,2
86,0
87,2
88,0
89,1
90,2
91,0
92,2
93,1
94,0
95,2
96,2
97,3
98,1
99,3
100,0
101,1
102,3
103,0
104,3
105,0
106,3
107,2
108,0
109,0
110,2
111,0
112,1
113,3
114,0
115,1
116,1
117,2
118,1
119,3
120,0
121,0
122,2
123,0
124,0
125,0
126,2
127,0
128,0
129,0
130,3
131,0
132,2
133,3
134,2
135,1
136,1
137,0
138,2
139,0
140,1
141,1
142,3
143,1
144,0
145,2
146,0
147,0
148,2
149,1
150,0
151,0
152,0
153,1
154,0
155,2
156,0
157,0
158,3
159,0
160,2
161,2
162,2
163,0
164,0
165,0
166,3
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,3
176,0
177,1
178,0
179,2
180,0
181,0
182,0
183,2
