ID,label
0,2
1,0
2,0
3,1
4,0
5,0
6,1
7,2
8,1
9,0
10,0
11,3
12,0
13,0
14,0
15,2
16,1
17,0
18,1
19,3
20,1
21,1
22,1
23,0
24,0
25,0
26,0
27,2
28,0
29,1
30,2
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,2
41,0
42,0
43,0
44,0
45,0
46,1
47,0
48,0
49,0
50,1
51,1
52,0
53,0
54,1
55,0
56,0
57,1
58,0
59,1
60,1
61,2
62,3
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,1
71,0
72,0
73,2
74,4
75,0
76,0
77,0
78,1
79,0
80,0
81,0
82,0
83,1
84,2
85,0
86,0
87,2
88,2
89,1
90,0
91,0
92,3
93,0
94,2
95,2
96,2
97,2
98,0
99,2
100,0
101,1
102,3
103,0
104,3
105,2
106,3
107,0
108,0
109,0
110,4
111,0
112,0
113,0
114,0
115,1
116,2
117,0
118,0
119,0
120,0
121,0
122,2
123,0
124,0
125,1
126,0
127,1
128,0
129,0
130,0
131,0
132,2
133,1
134,2
135,2
136,0
137,0
138,3
139,0
140,2
141,1
142,1
143,2
144,0
145,2
146,0
147,0
148,2
149,1
150,0
151,0
152,0
153,4
154,2
155,2
156,0
157,0
158,1
159,0
160,1
161,0
162,0
163,0
164,1
165,0
166,2
167,0
168,0
169,0
170,1
171,0
172,0
173,0
174,0
175,1
176,2
177,0
178,0
179,1
180,0
181,0
182,3
183,0
